08600649000155		8512100	AVENIDA MAJOR BRIGADEIRO LUIZ GAMA MONTEIRO 380	ESTRADA	13715000	1936471101	20061228
64982150000201	AUTO ESCOLA MARINGOLO	8599601	RUA XV DE NOVEMBRO 468	CENTRO	13715000	1936711139	20110202
13377441000159	MARGARIDA SALGADOS	1096100	RUA JOSE ESTEVES 795	JARDIM CALDEIRAO	13715000	1936471664	20110309
20428234000141		4929902	SITIO COCAIS DO RIO VERDE SN	ZONA RURAL	13715000	1936471101	20140610
20766690000100		4399103	RUA JESUS SALVADOR 1350	NOVO HORIZONTE	13715000	1999226003	20140804
21101735000181		4399103	RUA DA PAZ 888	UNIAO	13715000	1992460916	20140924
22537196000190		4399103	RUA EDHER URBANO 50	JARDIM NOVA ITOBI	13715000	1936470000	20150527
25234484000164		4399103	RUA ANGELO TROGIANI 1075	CENTRO	13715000	1994009412	20160719
31258631000139		4930202	RUA EDER URBANO 602	JARDIM NOVA ITOBI	13715000	1936476000	20180817
33360190000107		4399103	RUA ADHEMAR RIBEIRO 1608	JARDIM ELIANA	13715000	1936476000	20190415
41191266000146	CASEIFICIO 252	1052000	RODOVIA SP 350 KM 252 - FAZENDA SANTA CLARA SN	ZONA RURAL	13715000	1971007019	20210312
45116144000146		4399199	RUA ANGELO CONTI 874	ITOBILANDIA	13715000	1936470000	20220202
29234026000267		4633801	AVENIDA MAJOR BRIGADEIRO LUIZ DA GAMA MONTEIRO S/N	PARQUE RIO DOCE	13715000	2474032294	20220628
49072018000198		4543900	11A AVENIDA ANGELO TROGIANI 1015	ITOBILANDIA	13715000	1994124088	20230105
50328093000156		8599604	RUA NELSON MANETA 1060	JD NOVA ITOBI	13715000	1995701826	20230414
44843084000443		8640202	RUA ANDRE DE SANTIS 547	ITOBILANDIA	13715000	1936082003	20230920
53454173000146		4923002	RUA XV DE NOVEMBRO 1896	CENTRO	13715025	1989780207	20240110
55758686000176	VIUDES REPRESENTACAO	4618499	AVENIDA ANGELO TROGIANI 745	ITOBILANDIA	13715000	1997635913	20240702
