10506932000164		5611204	RODOVIA SP 552/230 S/N	BRO REGINALDO	11955000	1397601048	20081113
13479556000154		5611203	ANTIGA ESTRADA Barra do Turvo a BR116 SN	INDAIATUBA	11955000	1596367731	20110407
22158716000154		5611204	RODOVIA BR 116 KM 566 SN	TAQUARAO	11955000	4199885426	20150331
24061805000103		1091102	11A RUA ASTERIO JOAQUIM DE MORAES 96	BOA ESPERANCA	11955000	1596563207	20160127
31682337000150		5611204	ESTRADA MUNICIPAL Estrada Rosalina Aparecida Galdino 78	Barra do Turvo	11955000	1174473708	20181003
37240711000143		5611204	RODOVIA SSP552/230   KM 11 SN	TERRA SECA	11955000	4199268908	20200527
37553960000199		5611204	ESTRADA MUNICIPAL PRINCIPAL SN	SANTA MARTA	11955000	4199216586	20200629
37893129000186		5611205	RODOVIA BR116 KM 566 SENT NORTE S/N	TAQUARAO	11955000	4184483912	20200729
43315637000180		5611201	RUA ANTONIO BUENO SAMPAIO 509	CENTRO	11955000	1596301739	20210827
43832084000132		5611205	RUA MARIO MACHADO DE OLIVEIRA 158	JARDIM TERRA NOVA	11955000	1597006482	20211009
52700409000114		8599605	RODOVIA ESTADUAL SP 552/230 000	REGINALDO	11955000	1535789444	20231027
55352056000105		5620104	10A RUA SAO JOAO BATISTA 45	INDAIATUBA	11955000	1597359687	20240601
