15459045000104		5620104	RUA WAHSHINGTON LUIS 330	CENTRO	17570000	1434561156	20120502
22263723000116		4712100	RUA RUA DAS HORTENCIAS 663	JARDIM DONA ELVIRA	17570000	1497096737	20150415
26891957000169		5611203	RUA CARLOS CAMPEAO 194	JARDIM CARLOS VENDRAMINI	17570068	1434561156	20170118
30085697000101		4712100	RUA DAS ROSAS 17 B	JARDIM DONA ELVIRA	17572104	1497828288	20180402
35100441000140		8599699	RUA DAS ACACIAS 297	JD DONA ELVIRA	17570000	1434525260	20191007
37901332000157	SUPERMERCADO D VO	4712100	RUA JOSEFA CONCEICAO DIAS 269	JARDIM MARIA GARCIA	17570000	1434561156	20200729
40612754000117		8599604	RUA RODOLFO MIRANDA 684	CENTRO	17570000	1497781483	20210128
43001991000130		5611203	10A RUA ANTONIO MONTEIRO TEIXEIRA 571	JARDIM LUCIMAR	17570000	1438381100	20210805
44313157000142		5612100	RUA ANTONIA MARIA BRUNHARI GARCIA LUIZ 1139	SAO JOAQUIM I	17572260	1496420669	20211120
44953986000190		5612100	AREA ANTONIA BRUNHARI  GARCIA LUIZ 1140	PAQUE DAS ARVORES	17570000	1497045888	20220120
45700305000144		5611203	RUA JOSE MARANHA 346	MARIA GARCIA	17570000	1434561235	20220318
49429289000158		5611201	1A AVENIDA MAX WIRTH 55	CENTRO	17570000	1496067189	20230201
50787081000190		5611205	AVENIDA MAX WIRTH 96	CENTRO	17570013	1434561345	20230523
51594930000151	PRIME BURGUER	5611201	RUA RODOLFO MIRANDA 512	CENTRO	17570009	1434561156	20230728
53652100000169		5611203	RUA MARIA DOS REIS PANTAROTTO 443	JARDIM LUCIMAR	17570166	1434561214	20240125
