16590495000196		5611204	RUA LUZIA FIGUEIREDO RIZZATO 395	JARDIM PLANALTO	16250000	1896154883	20120727
24818201000169		4781400	10A RUA GODOFREDO GUIMARAES DE CARVALHO 150	RESIDENCIAL PLANALTO	16250000	1836442930	20160517
28033490000141		9602501	11A RUA JOAO ARIAS 180	JARDIM PLANALTO	16250000	1898018140	20170624
34531167000109		4712100	RUA DOM PEDRO I 10	CENTRO	16250000	1897651869	20190814
34543120000157		9602502	10A RUA Enzo Bruno Carramaschi 319	Centro	16250000	1836587200	20190814
34546643000157		5611204	RUA JOAO FERREIRA DE SOUZA 301	JARDIM PLANALTO	16250000	1897836212	20190815
34915437000177		4712100	RUA SAO PAULO 745	RESIDENCIAL VASQUES	16250000	1896621449	20190918
39800137000166		4789099	RUA JOAO FRANCISCO VASQUES 250	CENTRO	16250000	1836599200	20201116
42596202000198		4712100	12A RUA ANTONIO BASSETO 823	RESIDENCIAL VASQUES	16250000	1896431439	20210706
42889450000127		4723700	10A RUA TEODORA ARIAS 1013	JARDIM TEODORA	16250000	1898267754	20210727
43424739000133		4520007	RUA SAO PAULO 115	CENTRO	16250000	1897587349	20210906
45747840000150		5620104	1A RUA JOSE NOE DE DEUS 94	JOSE NARDO	16250000	1888100269	20220322
46652692000153		4723700	10A RUA TEODORA ARIAS 1000	JD TEODORA	16250000	1897448828	20220603
47302495000177		4781400	10A RUA PASCOAL CAVALARO 632	RESIDENCIAL VASQUES	16250000	1897553530	20220726
48477120000100		5611201	RUA ENZO BRUNO CARRAMASCHI 240	CENTRO	16250000	1896592465	20221101
49811089000165		5612100	RUA RUA JOAO ARIAS 690	PLANALTO II	16250000	1896709861	20230305
49936724000130		9602501	RUA JOAO ARIAS 140	PLANALTO	16250000	1896882302	20230314
51238726000106		5611203	10A RUA RUA A 4 4	JOSE NARDO	16250000	1898169455	20230629
51429851000195		9602501	10A RUA ENZO BRUNO CARRAMASCHI 99	CENTRO	16250000	1881557197	20230714
51577442000136		5611201	RUA VEREADOR FRANCISCO DE ASSIS VASQUES 983	RESIDENCIAL PLANALTO	16250000	1897275659	20230727
52130013000189		4782201	RUA ANGELICA DE CARVALHO GUIMARAES 132	CENTRO	16250000	1897490793	20230911
54210681000141		4755503	RUA VEREADOR ANTONIO TEDESCHI 358	JARDIM PLANALTO	16250000	1897644111	20240306
