11078993000130	SUPERMERCADO AVILA	4712100	AVENIDA MARECHAL RONDON 804	CENTRO	16440000	1435221662	20090812
24488523000197		5620101	RUA CARLOS GOMES 00985	CENTRO	16440027	1497539091	20160330
26996726000110		8599699	AVENIDA 7 DE SETEMBRO 514	CENTRO	16440000	1497773174	20170131
29441931000107	TUDO MAIS BARATO	4712100	AVENIDA 7 DE SETEMBRO 552	CENTRO	16440000	1496871998	20180115
32803601000129		5620104	RUA 20 DE JANEIRO 940	CENTRO	16440011	1498513265	20190218
37743015000150		5612100	RUA DOS EXPEDICIONARIOS 1150	CENTRO	16440017	1497793229	20200716
40946803000158		4723700	AVENIDA PADRE ANCHIETA 667	CENTRO	16440043	1496348815	20210222
42375921000189		5612100	12A RUA VOLUNTARIOS DA PATRIA 405	CENTRO	16440000	1632413157	20210617
44492724000175		5611203	AVENIDA MARECHAL RONDON 871	CENTRO	16440047	1496230352	20211206
48043279000117		5612100	10A RUA JOSE MARIA SANTANNA 1060	CONJUNTO HABITACIONAL HENRIQUE BERTIN	16440000	1496860172	20220922
49395574000103		5612100	RUA BARAO DO RIO BRANCO 857	RESIDENCIAL JARDIM IMPERIAL	16440138	1496957955	20230130
51219698000171		1091102	RUA PALMIRA BELOTO 880	CDHU HELIO SAVAZZE	16440090	1498459756	20230628
52278158000121	VGREEN LTDA	8599604	AVENIDA PAES LEME 1273	CENTRO	16440039	1491171014	20230922
54146158000101		1091102	AVENIDA VOLUNTARIOS DA PATRIA 823	CENTRO	16440033	1496422044	20240301
55224236000101		4723700	RUA DOS EXPEDICIONARIOS 1160	CENTRO	16440017	1494528810	20240521
58920306000146		5612100	AVENIDA PAES LEME 960	CENTRO	16440039	1496366896	20250116
