11969314000113		4712100	RUA VITORIO MARIN 101	COHAB	15108000	1732697293	20100520
13913798000104		1091102	RUA TUPINAMBAS 116	ESTANCIA BACURI	15109704	1791302379	20110704
24285812000199		1091102	RUA DO COMERCIO 390	CENTRO	15108000	1799138349	20160301
14908665000102		5611203	RUA do comercio 276	centro	15108000	1732691156	20120119
19478394000116		5611201	RUA DO COMERCIO 111	CENTRO	15108009	1791765683	20140107
23567833000134		5611203	RUA BARAO DE LIMEIRA 250	CENTRO	15108000	1732691157	20151029
26038853000106		1096100	RUA DO ROSARIO 215	CENTRO	15108000	1791340417	20160826
32088402000186		5611204	RUA DO COMERCIO 261	CENTRO	15108009	1732691177	20181123
42731029000193		5620104	RUA DOMINGOS VINCI 51	JD. SAO PAULO	15108000	1791550446	20210715
48705551000187		4723700	10A RUA 4 297	RECANTO DOS 18	15108000	1792776060	20221123
