12226850000191		5611203	PRAÇA BOM JESUS SN	CENTRO	18315000	1535441200	20100714
28333658000134		5611204	ESTRADA MUNICIPAL BAIRRO PEREIRA SN	PEREIRA	18315000	1596614917	20170803
46678996000190		5611201	10A RUA XISTO AUGUSTO DE PROENCA 57	CENTRO	18315000	1598195381	20220606
47479716000187		4723700	10A RUA PROJETADA S 197	FERREIRA DOS MATOS	18315000	1597030335	20220809
49767918000150		4712100	10A RUA PROJETADA C 8	BRANDINOS	18315000	1598120137	20230301
53019370000137		5611201	RUA FRANCISCO NUNES 150	CENTRO	18315001	1491533325	20231127
54407652000174		5611201	10A RUA RUA JOAO BATISTA BRISOLA 93	CENTRO	18315000	1597625477	20240320
54801954000122		5612100	RUA FRANCISCO CESARINO FERREIRA 80	NUNES	18315000	1597630565	20240419
56341556000104		5612100	10A RUA MERCADINHO BOM PRECO 269	CENTRO	18315000	1599791614	20240807
57914131000100		5612100	10A RUA JOAQUIM AMANTINO FERREIRA 35	CENTRO	18315000	1597331737	20241031
