13721177000129		5611203	RODOVIA OCTACILIO FERNANDES DA SILVA KM 22	GRAMADO	12170000	1234263090	20110530
18295728000153		5611204	SITIO SITIO AGUA BRANCA SN	PINHEIRINHO	12170000	1297380082	20130613
26822444000104		4712100	AVENIDA 7 DE SETEMBRO 491	CENTRO	12170000	1296331767	20170109
29893710000170		5620104	ESTRADA ESTRADA MUNICIPAL DO BAIRRO DA SAMAMBAIA SN	SAMAMBAIA	12170000	1297418635	20180309
34362799000188		9601701	AVENIDA SETE DE SETEMBRO 498	CENTRO	12170000	1297731290	20190730
38216472000159		5590699	ESTRADA BRO LAGOA 500	LAGOA	12170000	1291857112	20200825
38345165000178		5620104	ESTRADA ESTRADA MUNICIPAL 396	BAIRRO LEAIS	12170000	1297378019	20200904
39730369000195		8599604	RUA XV DE NOVEMBRO 670	CENTRO	12170000	1236761236	20201110
44556336000100		5611203	AVENIDA 7 DE SETEMBRO 20	CENTRO	12170000	1297201991	20211210
47099928000139		5612100	RUA 31 DE MARCO 157	CENTRO	12170000	1297533262	20220711
