07224965000107	BAR DO PAULINHO	4723700	RUA DO CAFE 526	CENTRO	15825000	1735671295	20050203
10612527000120		5611204	AVENIDA PEDRO PENARIOL 235	CENTRO	15825000	1735671113	20080828
12481046000159		5611204	RUA MATO GROSSO 410	COHAB JARDIM PARAISO I	15825000	1735671113	20100730
20152265000112		4781400	RUA PARA 291	JARDIM MORUMBI I	15825000	1796567546	20140428
22790902000101		4781400	RUA RIO DE JANEIRO 771	CENTRO	15825000	1735671295	20150706
26528266000103		5620102	RUA DO CAFE 800	CENTRO	15825000	1735671154	20161111
29466654000197		5611204	RUA PARANA 390	CENTRO	15825000	1735671295	20180118
31564791000106		4520002	RUA DO CAFE 405	CENTRO	15825033	1735671223	20180920
35948865000169		4752100	RUA SAO PEDRO 600	CENTRO	15825011	1735671661	20200109
37149615000194		5620104	RUA NESTOR HAMILTON MORANTE 735	JARDIM TANGARA	15825402	1735671525	20200515
37208985000155		4772500	RUA JOAQUIM VICENTE BRAVO 410	CENTRO	15825027	1792230803	20200522
45210931000152		5611203	RUA AMAPA 268	JARDIM SAO JOSE	15825148	1738574452	20220208
46738859000101		9602501	RUA ALFREDO FERREIRA DE MELLO 1140	JD TANGARA	15825000	1796084786	20220610
47584708000109	STUDIO FITNESS BY KARINA JORGE	9313100	RUA ANTONIO MIALICHI 464	CENTRO	15825000	1735671223	20220816
49112488000138	CLINICA YITSANIA	8630503	SITIO SAO FRANCISCO SN	ZONA RURAL	15825000	1781689470	20230109
49236253000158	RA FERRAGENS DISTRIBUIDORA E IMPORTADORA	4744001	RUA RUA JOSE FRANCISCO DOMINGUES 1025	JARDIM TANGARA	15825000	1797310747	20230118
51667470000144	SALGADERIA BRASIL	5611203	RUA SAO JOAO 857	CENTRO	15825029	1796260470	20230803
53397822000114		9602501	RUA NESTOR HAMILTON MORANTE 795	JARDIM TANGARA	15825402	1797651587	20240107
55259988000108		5620104	RUA OCTAVIANO ALBERGUINI 576	CENTRO	15825003	1796325848	20240523
58858526000197		5612100	RUA SERGIO CASTANHARO 115	JARDIM MORUMBI	15825202	1797378281	20250114
