20516085000172		5611203	AREA RURAL S/N	AREA RURAL DE TORRE DE PEDRA	18269899	1996458394	20140627
34113033000160		5611201	RUA EMIDIO DIAS DE CAMARGO 28	CENTRO	18265000	1598613196	20190704
36969987000102		4721102	10A AVENIDA 7 DE SETEMBRO 274	BELA VISTA	18265000	1597312167	20200420
42733393000192		8599699	RUA VINTE E SETE DE OUTUBRO 320	CENTRO	18265039	1194552827	20210715
49002121000161		4712100	RUA 5 26	BELA VISTA CDHUNOVO	18265000	1598498769	20221229
49323227000167	SUPER TORRE	4711302	RUA 27 DE OUTUBRO 504	CENTRO	18265000	1597646317	20230125
50816186000120		5611201	AREA BAIRRO DOS ALMEIDAS SN	BAIRRO DOS ALMEIDAS	18269899	1173238460	20230525
54202424000168		4723700	10A RUA RUA VINTE SETE DE OUTUBRO 409	CENTRO	18265000	1599611278	20240305
58050599000158		5620104	10A RUA SAULINO JACOB HESSEL 682	CENTRO	18265000	1532528000	20241111
58532729000199		5611205	RUA LEMES CHACARA RANCHO VELHO S/N	BAIRRO DOS LEMES	18265000	1592400227	20241220
