13099286000156		4520002	AVENIDA ANA ROCHA DE OLIVEIRA 414	CENTRO	15770000	1736911286	20110112
26364201000161	BELLACORPS	9602502	AVENIDA PRESIDENTE VARGAS 352	CENTRO	15770015	1797727297	20161017
39563652000170		4789005	AVENIDA MIGUEL RENDA 260	CENTRO	15770000	1736918200	20201026
41554567000197		5611203	10A RUA MANOEL DE HARO 296	VILLAGIO NOBRE SORATO	15770000	1797264616	20210413
42152335000175		4789002	RUA INDUSTRIAL 626	VALDECIR RIBEIRO	15770000	1736317013	20210531
44728092000104		9602501	RUA RUA MARIO BRETAS SARAIVA 251	CENTRO	15770000	1991612418	20220104
44731788000181	QUINTAL DAS FLORES FLORICULTURA	4789002	RUA AMADOR BUENO 55	SAO JOSE DA ALEGRIA	15771032	1781664118	20220104
48230358000137		4520001	RUA MARGINAL 396	DISTRITO INDUSTRIAL	15770000	1797517647	20221008
48445950000156		9602501	RUA JOAO MANOEL SEVILHA DIAS 726	CENTRO	15770000	1797572515	20221028
50761077000152		9602502	RUA VITORIA MAZIERO PARRA 288	CENTRO	15770000	1982959379	20230522
53975847000158		5620104	RUA SEVERINO OSORIO VILELA 62	CIDADE JARDIM	15770000	1781350881	20240220
54185461000105		4759801	RUA DAS ROSAS 91	JARDIM SAO RAFAEL	15770000	1796415991	20240305
