07950219000109		8610102	RUA DEPUTADO AMADEU NARCISO PIERONI 900	CENTRO	14440000	1631421339	20060403
14746023000154		4321500	RUA PRIMEIRO DE MAIO 587	CENTRO	14440000	1693476091	20111209
22480238000102		4520001	RUA MANOEL MARTINS DA SILVA 789	CENTRO	14440000	1691797825	20150519
23702016000141		4520006	AVENIDA MARGINAL 1056	CORREGO DO LAJEADINHO	14440000	1631427580	20151119
29608383000167		1091102	RUA ERNESTO BERTELI 113	JARDIM PRIMAVERA	14440000	1631421570	20180202
49546071000183		4330404	RUA MAJOR JOAO SOARES 1612	CENTRO	14440000	1632349913	20230209
50879302000150		4399103	10A RUA RUI BARBOSA 206	CENTRO	14440000	1691900826	20230530
54213304000166		4930201	RUA TIRADENTES 319	CENTRO	14440000	1693591655	20240306
54940065000146		4520002	RUA CAPITAO ANSELMO DINIZ 1948	ALTO DA JUVENTUDE	14440000	1692434156	20240429
57292489000130		4924800	RUA 19 DE MARCO 634	CENTRO	14440000	1693833713	20240915
58169774000120		4399103	10A RUA RUA RIO BRANCO 1138	CENTRO	14440000	1694602682	20241121
