19598080000157		4520001	RUA 13 DE MAIO 571	BANDEIRANTES D4OESTE	15367000	1837866184	20140127
30166155000163		4399103	RUA OSCAR RODRIGUES DE CARVALHO 00260	ABILIO FERREIRA	15360000	1796390724	20180411
30212201000113		4520001	RUA CLEMENCIA M JESUS 184	JARDIM PAULISTA	15362246	1897912740	20180416
44406091000135		4930202	AVENIDA TRES RAMOS 600 118	BANDEIRANTES D'OESTE	15367970	1837041943	20211129
45392736000190		8630504	RUA JOSE MODESTO PEREIRA 373	JARDIM ALVORADA	15360000	1891498380	20220222
46376587000139		8593700	10A AVENIDA BENTO ALVES NATEL 797	CENTRO	15360000	1891238208	20220512
46881037000177		1091102	RUA LUIZ CANDIDO GONCALVES 225	JARDIM MIGUEL MARTINS GARCIA	15362074	1797520820	20220622
48305153000173		4330404	10A RUA OSORIO EVENCIO DA ROCHA 248	JARDIM ALVORADA	15360000	1891202917	20221017
49756258000101		4930202	RUA SEIS DE JANEIRO 36	BANDEIRANTES D'OESTE	15367000	1898226839	20230301
57025101000134		4399103	RUA 3 RAMOS 117F	CENTRO (BANDEIRANTES D'OESTE)	15369002	1792643961	20240827
57736907000130		1095300	AVENIDA PIONEIROS 820	CENTRO	15360031	1698175253	20241017
