05581709000141		5611204	RUA CARLOS  GOMES 411	CENTRO	15640000	1734811237	20030328
12359647000193		4520005	RUA MINAS GERAIS 510	CENTRO	15640000	1734811164	20100810
13733871000166		9313100	RUA TEODORO ARANHA 125	CENTRO	15640000	1734811248	20110525
17374541000182		4781400	RUA MINAS GERAIS 649	CENTRO	15640000	1796039801	20130109
41982198000133		1091102	RUA MATO GROSSO 736	CENTRO	15640000	1734811237	20210518
15334017000152		5611203	RUA CARLOS GOMES 287	CENTRO	15640000	1734810301	20120409
38366602000130		4729699	RUA BAHIA 316	CENTRO	15640000	1796222282	20200908
27994264000164		9602501	RUA RIO DE JANEIRO 292	CENTRO	15640000	1796370893	20170620
48965827000166		5611201	RUA CARLOS GOMES 491	CENTRO	15640047	1796088786	20221223
49034025000103		5611203	RUA SAO PAULO 253	CENTRO	15640023	1732811026	20230103
55749715000133		4520005	RUA SANTO LEONILDO LONGO 501	JARDIM PLANALTO	15640000	1797060765	20240701
58117670000172		4772500	10A RUA LUIZ DA PENHA 262	COAB VERGINIO ALVIZI	15640000	1788229251	20241115
