06251982000170	LOJA PEROLA	4755502	RUA CARMO BUISSA 750	CENTRO	15270011	1438741766	20040511
09529406000211	SANTA OTICA	4774100	RUA CARMO BUISSA 808	CENTRO	15270000	1732659430	20080423
12052047000188	ZAYA PET SPA	4789004	RUA CARMO BUISSA 781	CENTRO	15270000	1797543422	20100602
14917776000185		5620104	RUA EVARISTO MARTINS CANOVA 09	BUISSA III	15272168	1798139173	20120122
15719051000145	EVOLUCAO DO CORPO STUDIO DE TREINAMENTO	9313100	RUA SANTO ANTONIO 550	CENTRO	15270000	1781165629	20120613
24612233000103		4781400	RUA ANTONIO ESTIVAL 661	JARDIM SAO PAULO	15270000	1797140928	20160418
26459121000190		4781400	RUA CARMO BUISSA 731	CENTRO	15270000	1781576179	20161101
27918056000186		5611204	RUA ANTONIO FELISBERTO FERNANDES 557	SANTO REIS	15270000	1797460476	20170607
28285646000181		9602502	RUA Simao Nimer 1121	Centro	15270000	1738741519	20170728
29555058000183		8630503	RUA NATALINO PADOVES 580	CENTRO	15270000	1733059030	20180129
29566617000150	CACAU BRASIL FASHION	4781400	RUA CARMO BUISSA 421	CENTRO	15270000	1781581762	20180130
30585797000105		4781400	12A RUA Carmo Buissa 865	Centro	15270000	1781164841	20180529
34084349000170		9602501	RUA EVARISTO MARTINS CANOVA 51	JARDIM BUISSA II	15270000	1781227375	20190702
35825216000170		4729601	RUA JOAO DE FREITAS CAIRES 822	CENTRO	15270000	1797457613	20191219
36903810000103		9602501	RUA JOSE ANGELO CHAGAS 162	CENTRO	15270000	1797532261	20200408
40980622000148		4781400	10A RUA DR. JOSE COSTA SILVA 136	JARDIM BUISSA II	15270000	1738741147	20210224
42570899000128		5611204	RUA SANTO ANTONIO 479	CENTRO	15270000	1798117703	20210702
42629819000162	MINI VAREJO	4712100	RUA SIMAO NIMER 359	CENTRO	15270007	1781888568	20210707
52712159000132		5611205	10A RUA JOAO AGUIAR 604	CENTRO	15270000	1796388154	20231030
54402118000175		5611203	RUA CARMO BUISSA 1208	CENTRO	15270000	1736962323	20240320
55026559000182		9602502	10A RUA MANOEL MARQUES LUIZ 475	JARDIM FLORENCA	15270000	1796361966	20240507
