26326966000107		8599699	RUA JOSE SILVESTRE DE MORAIS 160	JARDIM PARAISO	15270000	1796775568	20161010
29555058000183		8630503	RUA NATALINO PADOVES 580	CENTRO	15270000	1733059030	20180129
29945713000100		4530705	RUA BENEDITO FERREIRA 185	JARDIM PARAISO	15270000	1738741451	20180315
33964130000101		4530703	RUA SANTA RITA 2722	JARDIM DO SOL	15270000	1797717821	20190618
34821506000183		4330404	RUA SIMAO TEODORO FERREIRA 45	JARDIM BUISSA II	15270000	1781332522	20190910
38226735000100		4930202	RUA JOAO DE FREITAS CAIRES 683	JARDIM SAO PAULO	15270000	1781566508	20200826
43001292000190	SOLAR SISTEM ENERGIA FOTOVOLTAICA	4321500	RUA SIMAO TEODORO FERREIRA 0094	JARDIM BUISSA II	15270000	1796454402	20210805
45350401000100		1092900	RUA LAURNDO GUIMARAES 870	CENTRO	15270000	1796130177	20220218
53195984000170		4399103	RUA BENEDITO FERREIRA 150	JARDIM PARAISO	15270000	1781574611	20231214
54678249000180		4543900	RUA SAO PAULO 545	CENTRO	15270000	1897463933	20240410
57745482000126	BEZERRA E SOUZA CURSOS	8599604	RUA JERONIMO NARCISO RAMOS 784	CENTRO	15270000	1184193470	20241018
58940967000133		4930202	RUA REDEMESIO BRAGUINI 486	BUISSA II	15272128	1797066476	20250117
