17100622000194		5611203	RUA JOAO BATISTA MODOLO SN	CENTRO	17260000	1499742206	20121101
29637219000188		4723700	RUA ANTONIO GOMES DE JESUS 10	JD A D B VISTA	17260000	1432813363	20180207
37640731000101		4782201	1A RUA ENOS PEREIRA BARBOSA S/N	CENTRO	17260000	1697961141	20200707
38283397000149		4712100	RUA OLIMPIA RAMPATO VARGAS 107	JARDIM VILMA VARGAS	17260000	1499025567	20200831
38381129000160		4789004	RUA JOAO BATISTA MODOLO 218	CENTRO	17260000	1150516260	20200909
40276088000193		4742300	RUA BUENOPOLIS 381	CENTRO	17260035	1497974955	20210106
43062012000153		4781400	RUA MIGUEL BRAZ ARROTEIA 530	JARDIM NOVA ITAJU	17260050	1499732834	20210810
45300042000186		9602501	RUA ANGELO BAZZA 350	JARDIM ARAUCARIA	17260100	1498203924	20220215
47255663000110		5611201	RUA MIGUEL BRAZ ARROTEIA 347	CENTRO	17260041	1498133559	20220722
53542928000164		5611203	RUA DO PLEBISCITO 184	CENTRO	17260043	1497838752	20240117
