20871878000100	AGUA BENTA @EMPORIODASPORCOES	5611203	RUA SAO PAULO 419	CENTRO	13580000	1697346979	20140820
21045502000109		5611203	PRACA SILVIO GOMES DE CAMARGO 0	CENTRO	13580057	1633443556	20140916
27285274000120		4712100	RUA SESTILIO FRANCIOLI 766	JD SAO PAULO	13580000	1634165770	20170313
29795707000113		5611201	RODOVIA LUIZ AUGUSTO DE OLIVEIRA KM 187,50 SN	RURAL	13580000	1633441595	20180227
37867634000156		8599604	RUA DR.PIRAJA DA SILVA 120	CENTRO	13580000	1699762371	20200727
45114909000109		4712100	RUA SETE DE SETEMBRO 425	CENTRO	13580000	1633443323	20220202
46951818000190		5611204	AVENIDA JOANA BIVANCO MACHADO 386	JD HELIANA I	13580000	1633441121	20220629
48130478000162		5611203	RUA SAO PAULO 590	DT DE GUARAPIRANGA	13580000	1633441121	20220929
52379003000181		4712100	10A RUA ETORE MORETI 165	MALVINAS	13580000	1696448975	20231001
56928378000104		5611203	RUA SAO SEBASTIAO 594	CENTRO (GUARAPIRANGA)	13588016	1696179382	20240820
