10820010000127		4723700	RODOVIA DECIO CUSTODIO DA SILVA KM 28	RURAL	15145000	1732671660	20090422
15094068000154		4751201	RUA JOSE MATHIEL 285	RESIDENCIAL CIDADE JARDIM	15145232	1791391185	20120226
24756836000189		5611204	RUA PEDRO FIDELIS 1284	NOVA MACAUBAS	15148002	1797580958	20160509
24874563000177		4789004	RUA ANTONIO BATISTA RODRIGUES 447	CENTRO	15145000	1732637228	20160525
28646145000183		9602501	RUA CELSO BAVUTTI 217	RESIDENCIAL CIDADE JARDIM	15145218	1792282882	20170914
29946051000192		1091102	RUA Francisco Alavarse 406	Cidade Nova	15145000	1791633239	20180315
38277461000189		4784900	RUA JOAO DA SILVA SEDANO 620	JARDIM ANA PAULA	15145000	1733533562	20200831
42948171000197		4763603	RUA FRANCISCO BROISLER 715	CENTRO	15145000	1791147976	20210802
45182580000113		5611205	1A RUA CARLOS PONCHIO 298	CIDADE JARDIM	15145000	1732631200	20220207
48542772000181		5611203	RUA EDERSON ANTONIO BANHATO 831	CONJUNTO HABITACIONAL ANTONIO COSTA	15145366	1792113665	20221108
49082032000172		9602501	PRACA JOSE BRIGATTI MASSARO 509	CENTRO	15145000	1792208841	20230106
49100228000142		4781400	RUA JOSE MATIEL 261	CIDADE JARDIM	15145000	1732631170	20230108
50008827000110		5620104	RUA CINCO 1067	NOVA MACAUBAS	15145000	1796700305	20230321
57406541000131		4729699	RUA JOAO MANCILHA 498	CIDADE NOVA	15145324	1791665991	20240924
